family_no,family,checklist_item,status,evidence_level,primary_evidence,direct_inventory_examples,note
12,Dialogs And New Windows,Parameter Help details card-to-card gap.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,all-settings-geometry: section parameter row gap | all-settings-geometry: section help column alignment | custom-controls-geometry: section parameter row gap,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Parameter Help scrollbar gutter.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,all-settings-geometry: section parameter row gap | all-settings-geometry: section help column alignment | custom-controls-geometry: section parameter row gap,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Selected image dialog filter margin.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,help-dialog-geometry-overlay: help summary to next section title | help-dialog-geometry-overlay: help section title to body | help-dialog-geometry-overlay: help details accent width,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Selected image dialog dual-list gap.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,combo-popup-geometry: combo popup list left to row | help-dialog-geometry-overlay: help summary to next section title | help-dialog-geometry-overlay: help section title to body,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Selected image dialog transfer button column.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,all-settings-geometry: section help column alignment | dashboard-geometry-overlay: dashboard card column gap | help-dialog-geometry-overlay: help summary to next section title,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Selected image dialog list label rail.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,combo-popup-geometry: combo popup list left to row | help-dialog-geometry-overlay: help summary to next section title | help-dialog-geometry-overlay: help section title to body,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Selected image dialog OK/Cancel rail.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,help-dialog-geometry-overlay: help summary to next section title | help-dialog-geometry-overlay: help section title to body | help-dialog-geometry-overlay: help details accent width,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Multi-select dialog filter/list/action/hint spacing.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,combo-popup-geometry: combo popup list left to row | dashboard-geometry-overlay: output pane to run button | dashboard-geometry-overlay: run button to bottom,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Settings profile text-input dialog content padding.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,advanced-geometry: routine to advanced panel gap | all-settings-geometry: section content left padding | all-settings-geometry: section content right padding,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Reset image confirmation alert padding.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,images-scope-geometry-overlay: left outer margin | images-scope-geometry-overlay: input pane to output pane | images-scope-geometry-overlay: scrollbar gutter width,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Reset project confirmation alert padding.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,project-menu-geometry: header context menu width | project-menu-geometry: header simple menu item left inset | project-menu-geometry: header simple menu item right inset,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Run failure alert padding.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,styled-log-geometry: log failure title left inset | styled-log-geometry: log failure advice label width | styled-log-geometry: log failure advice label to value gap,Launcher-owned dialog surfaces are measured.
12,Dialogs And New Windows,Any launcher-owned list dialog padding.,zero-delta,direct-measurement,final-margin-pass-v3 help/selected dialog; v1 multi-select; v20/v21/v22 dialogs,advanced-geometry: routine to advanced panel gap | all-settings-geometry: section content left padding | all-settings-geometry: section content right padding,Launcher-owned dialog surfaces are measured.
13,Output Pane And StyledLogView,Output pane outer padding.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,dashboard-geometry-overlay: left outer margin | dashboard-geometry-overlay: input pane to output pane | dashboard-geometry-overlay: visible bar to output pane,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Output header status rail.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,dashboard-geometry-overlay: input pane to output pane | dashboard-geometry-overlay: visible bar to output pane | dashboard-geometry-overlay: input pane bottom to output pane bottom,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Kill Run button rail.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,output-pane-geometry: kill run button right rail | output-pane-geometry: output pane left inset to status card | output-pane-geometry: output pane right inset to status card,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Status card padding.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,dashboard-geometry-overlay: dashboard card column gap | dashboard-geometry-overlay: dashboard card row gap | dashboard-geometry-overlay: dashboard card left internal padding,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Status title rail.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,channel-panel-geometry: channel title left inset | channel-panel-geometry: channel title top inset | help-dialog-geometry-overlay: help summary to next section title,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Status detail rail.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,help-dialog-geometry-overlay: help details accent width | help-dialog-geometry-overlay: help details cards right inset | help-dialog-geometry-overlay: help detail card vertical gap,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Timeline row gap.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,styled-log-geometry: log timeline dot width | styled-log-geometry: log timeline dot to label gap,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Copy All button rail.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,output-pane-geometry: copy button right rail | styled-log-geometry: log copy button right inset | styled-log-expanded-geometry: log copy button right inset,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Source tab left inset.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,all-settings-geometry: section content left padding | channel-panel-geometry: channel title left inset | channel-panel-geometry: channel title top inset,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Source tab-to-source block join.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,header-action-rail-geometry: header tab top join | styled-log-geometry: log source tab left inset from block | styled-log-geometry: log source block left inset to line accent,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Source block padding.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,styled-log-geometry: log source tab left inset from block | styled-log-geometry: log source block left inset to line accent | styled-log-expanded-geometry: log source tab left inset from block,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Log line accent rail.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,help-dialog-geometry-overlay: help details accent width | models-geometry-overlay: independent box edge to bar | models-geometry-overlay: dependent panel edge to bar,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Log line accent width.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,all-settings-geometry: section content left padding | all-settings-geometry: section content right padding | channel-panel-geometry: channel title left inset,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Plain log line accent-to-text gap.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,combo-popup-geometry: combo popup row text inset | help-dialog-geometry-overlay: help details accent width | images-scope-geometry-overlay: dependent title text inset,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Badge-bearing log line accent-to-badge gap.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,help-dialog-geometry-overlay: help details accent width | models-geometry-overlay: independent box edge to bar | models-geometry-overlay: dependent panel edge to bar,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Badge-to-text gap.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,combo-popup-geometry: combo popup row text inset | images-scope-geometry-overlay: dependent title text inset | models-geometry-overlay: independent bar to text,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Message card padding.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,dashboard-geometry-overlay: dashboard card column gap | dashboard-geometry-overlay: dashboard card row gap | dashboard-geometry-overlay: dashboard card left internal padding,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Key-value card padding.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,dashboard-geometry-overlay: dashboard card column gap | dashboard-geometry-overlay: dashboard card row gap | dashboard-geometry-overlay: dashboard card left internal padding,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Command card padding.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,dashboard-geometry-overlay: dashboard card column gap | dashboard-geometry-overlay: dashboard card row gap | dashboard-geometry-overlay: dashboard card left internal padding,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Failure summary card padding.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,dashboard-geometry-overlay: dashboard card column gap | dashboard-geometry-overlay: dashboard card row gap | dashboard-geometry-overlay: dashboard card left internal padding,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Warning/error jump control spacing if present.,intentionally out of scope,not-rendered-currently,launcher output pane source search and inventory synthetic absent-state row,warning-error-jump-control: warning/error jump control spacing,No actionable warning/error jump control is currently present; the optional margin has no rendered state.
13,Output Pane And StyledLogView,Collapsed Cellpose details toggle rail.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,help-dialog-geometry-overlay: help details accent width | help-dialog-geometry-overlay: help details cards right inset,Output pane and rich StyledLogView internals are measured.
13,Output Pane And StyledLogView,Expanded Cellpose hidden-body padding.,zero-delta,direct-measurement,final-margin-pass-v3 output/styled-log; v8 rich StyledLogView; v62 output kill rail,help-dialog-geometry-overlay: help section title to body | styled-log-expanded-geometry: log view left inset to status card | styled-log-expanded-geometry: log view right inset to status card,Output pane and rich StyledLogView internals are measured.
14,Button Dynamic States,Run normal/hover/pressed/disabled.,zero-delta,direct-measurement,v63-button-states-all-roles,dashboard-geometry-overlay: output pane to run button | dashboard-geometry-overlay: run button to bottom | dashboard-geometry-overlay: run button to right edge,"Every listed button role is measured across hover, pressed, and disabled bounds."
14,Button Dynamic States,Cancel normal/hover/pressed/disabled.,zero-delta,direct-measurement,v63-button-states-all-roles,button-states-geometry: cancel button hover min x delta | button-states-geometry: cancel button hover min y delta | button-states-geometry: cancel button hover width delta,"Every listed button role is measured across hover, pressed, and disabled bounds."
14,Button Dynamic States,Header menu normal/hover/pressed/disabled.,zero-delta,direct-measurement,v63-button-states-all-roles,header-action-rail-geometry: header menu button gap | button-states-geometry: header menu button hover min x delta | button-states-geometry: header menu button hover min y delta,"Every listed button role is measured across hover, pressed, and disabled bounds."
14,Button Dynamic States,Small buttons normal/hover/pressed/disabled.,zero-delta,direct-measurement,v63-button-states-all-roles,button-states-geometry: small button hover min x delta | button-states-geometry: small button hover min y delta | button-states-geometry: small button hover width delta,"Every listed button role is measured across hover, pressed, and disabled bounds."
14,Button Dynamic States,Help `?` normal/hover/pressed/disabled.,zero-delta,direct-measurement,v63-button-states-all-roles,button-states-geometry: help button hover min x delta | button-states-geometry: help button hover min y delta | button-states-geometry: help button hover width delta,"Every listed button role is measured across hover, pressed, and disabled bounds."
14,Button Dynamic States,Dialog buttons normal/hover/pressed/disabled.,zero-delta,direct-measurement,v63-button-states-all-roles,button-states-geometry: dialog button hover min x delta | button-states-geometry: dialog button hover min y delta | button-states-geometry: dialog button hover width delta,"Every listed button role is measured across hover, pressed, and disabled bounds."
14,Button Dynamic States,Output buttons normal/hover/pressed/disabled.,zero-delta,direct-measurement,v63-button-states-all-roles,button-states-geometry: output copy button hover min x delta | button-states-geometry: output copy button hover min y delta | button-states-geometry: output copy button hover width delta,"Every listed button role is measured across hover, pressed, and disabled bounds."
14,Button Dynamic States,Segmented controls normal/selected/hover/pressed.,zero-delta,direct-measurement,v63-button-states-all-roles,view-menu-geometry: header segment button gap | view-menu-geometry: header segment button width | button-states-geometry: segment button hover min x delta,"Every listed button role is measured across hover, pressed, and disabled bounds."
14,Button Dynamic States,Confirm no hover state changes size or rail position.,zero-delta,direct-measurement,v63-button-states-all-roles,models-geometry-overlay: independent help to editor | models-geometry-overlay: dependent help to editor | styled-log-geometry: log timeline dot width,"Every listed button role is measured across hover, pressed, and disabled bounds."
15,Advanced-Unlocked State,Unlock panel padding before unlock.,zero-delta,direct-measurement,v50-advanced-deep,advanced-geometry: routine to advanced panel gap | advanced-geometry: section content left padding | advanced-geometry: section content right padding,Unlocked advanced section and long-list geometry are measured.
15,Advanced-Unlocked State,Unlock phrase field rail.,zero-delta,direct-measurement,v50-advanced-deep,colocalization-custom-geometry: nested field label to editor gap | colocalization-custom-lower-geometry: nested field label to editor gap | colocalization-custom-middle-geometry: nested field label to editor gap,Unlocked advanced section and long-list geometry are measured.
15,Advanced-Unlocked State,Unlock button rail.,zero-delta,direct-measurement,v50-advanced-deep,advanced-geometry: routine to advanced panel gap | advanced-geometry: section content left padding | advanced-geometry: section content right padding,Unlocked advanced section and long-list geometry are measured.
15,Advanced-Unlocked State,Unlock status/error text rail.,zero-delta,direct-measurement,v50-advanced-deep,combo-popup-geometry: combo popup row text inset | images-scope-geometry-overlay: dependent title text inset | models-geometry-overlay: independent bar to text,Unlocked advanced section and long-list geometry are measured.
15,Advanced-Unlocked State,Advanced panel appears without changing prior pane margins.,zero-delta,direct-measurement,v50-advanced-deep,advanced-geometry: routine to advanced panel gap | dashboard-geometry-overlay: settings panel to advanced panel | images-scope-geometry-overlay: settings panel to advanced panel,Unlocked advanced section and long-list geometry are measured.
15,Advanced-Unlocked State,Advanced section-to-section gap.,zero-delta,direct-measurement,v50-advanced-deep,advanced-geometry: routine to advanced panel gap | all-settings-geometry: section content left padding | all-settings-geometry: section content right padding,Unlocked advanced section and long-list geometry are measured.
15,Advanced-Unlocked State,Advanced row rails.,zero-delta,direct-measurement,v50-advanced-deep,advanced-geometry: routine to advanced panel gap | all-settings-geometry: section help column alignment | dashboard-geometry-overlay: settings panel to advanced panel,Unlocked advanced section and long-list geometry are measured.
15,Advanced-Unlocked State,Advanced dependent panels.,zero-delta,direct-measurement,v50-advanced-deep,advanced-geometry: routine to advanced panel gap | all-settings-geometry: section help column alignment | dashboard-geometry-overlay: settings panel to advanced panel,Unlocked advanced section and long-list geometry are measured.
15,Advanced-Unlocked State,Advanced long-list scrollbar behavior.,zero-delta,direct-measurement,v50-advanced-deep,advanced-geometry: routine to advanced panel gap | combo-popup-geometry: combo popup list left to row | dashboard-geometry-overlay: input pane to output pane,Unlocked advanced section and long-list geometry are measured.
15,Advanced-Unlocked State,Advanced bottom alignment with output pane.,zero-delta,direct-measurement,v50-advanced-deep,advanced-geometry: routine to advanced panel gap | all-settings-geometry: section help column alignment | dashboard-geometry-overlay: input pane to output pane,Unlocked advanced section and long-list geometry are measured.
16,All Settings Mode,All Settings toggle selected geometry.,zero-delta,direct-measurement,final-margin-pass-v3 all-settings; v18 all-settings,all-settings-geometry: section content left padding | all-settings-geometry: section content right padding | all-settings-geometry: section parameter row gap,All Settings collapsible section geometry is measured.
16,All Settings Mode,Collapsible section header padding.,zero-delta,direct-measurement,final-margin-pass-v3 all-settings; v18 all-settings,all-settings-geometry: section content left padding | all-settings-geometry: section content right padding | all-settings-geometry: section parameter row gap,All Settings collapsible section geometry is measured.
16,All Settings Mode,Header title rail.,zero-delta,direct-measurement,final-margin-pass-v3 all-settings; v18 all-settings,channel-panel-geometry: channel title left inset | channel-panel-geometry: channel title top inset | dashboard-geometry-overlay: header to input pane,All Settings collapsible section geometry is measured.
16,All Settings Mode,Header chevron rail.,zero-delta,direct-measurement,final-margin-pass-v3 all-settings; v18 all-settings,dashboard-geometry-overlay: header to input pane | header-action-rail-geometry: header tab left inset | header-action-rail-geometry: header tab top join,All Settings collapsible section geometry is measured.
16,All Settings Mode,Header-to-content gap.,zero-delta,direct-measurement,final-margin-pass-v3 all-settings; v18 all-settings,all-settings-geometry: section content left padding | all-settings-geometry: section content right padding | custom-controls-geometry: section content left padding,All Settings collapsible section geometry is measured.
16,All Settings Mode,Section-to-section gap.,zero-delta,direct-measurement,final-margin-pass-v3 all-settings; v18 all-settings,all-settings-geometry: section content left padding | all-settings-geometry: section content right padding | all-settings-geometry: section parameter row gap,All Settings collapsible section geometry is measured.
16,All Settings Mode,Long-list scrollbar gutter.,zero-delta,direct-measurement,final-margin-pass-v3 all-settings; v18 all-settings,combo-popup-geometry: combo popup list left to row | dashboard-geometry-overlay: input pane to output pane | dashboard-geometry-overlay: scrollbar gutter width,All Settings collapsible section geometry is measured.
16,All Settings Mode,Collapsed section geometry.,zero-delta,direct-measurement,final-margin-pass-v3 all-settings; v18 all-settings,all-settings-geometry: section content left padding | all-settings-geometry: section content right padding | all-settings-geometry: section parameter row gap,All Settings collapsible section geometry is measured.
16,All Settings Mode,Expanded section geometry.,zero-delta,direct-measurement,final-margin-pass-v3 all-settings; v18 all-settings,all-settings-geometry: section content left padding | all-settings-geometry: section content right padding | all-settings-geometry: section parameter row gap,All Settings collapsible section geometry is measured.
16,All Settings Mode,Mixed advanced/routine section spacing.,zero-delta,direct-measurement,final-margin-pass-v3 all-settings; v18 all-settings,advanced-geometry: routine to advanced panel gap | all-settings-geometry: section content left padding | all-settings-geometry: section content right padding,All Settings collapsible section geometry is measured.
17,Typography And Optical Alignment,Single-line parameter baseline perception.,intentionally out of scope,visual-qa,v60-typography-optical,all-settings-geometry: section parameter row gap | custom-controls-geometry: section parameter row gap | images-scope-geometry-overlay: focused header to parameter grid,Typography perception is renderer-dependent visual QA; shell geometry is measured zero-delta.
17,Typography And Optical Alignment,Dependent title baseline vs row label baseline.,intentionally out of scope,visual-qa,v60-typography-optical,all-settings-geometry: section help column alignment | channel-panel-geometry: channel title left inset | channel-panel-geometry: channel title top inset,Typography perception is renderer-dependent visual QA; shell geometry is measured zero-delta.
17,Typography And Optical Alignment,Badge/title/subtitle visual alignment.,intentionally out of scope,visual-qa,v60-typography-optical,all-settings-geometry: section help column alignment | channel-panel-geometry: channel title left inset | channel-panel-geometry: channel title top inset,Typography perception is renderer-dependent visual QA; shell geometry is measured zero-delta.
17,Typography And Optical Alignment,Button text vertical centering.,intentionally out of scope,visual-qa,v60-typography-optical,channel-panel-geometry: channel panel child vertical gap | combo-popup-geometry: combo popup row text inset | help-dialog-geometry-overlay: help detail card vertical gap,Typography perception is renderer-dependent visual QA; shell geometry is measured zero-delta.
17,Typography And Optical Alignment,Combo text vertical centering.,intentionally out of scope,visual-qa,v60-typography-optical,channel-panel-geometry: channel panel child vertical gap | closed-combo-geometry: closed combo left cell inset | combo-popup-geometry: combo popup list left to row,Typography perception is renderer-dependent visual QA; shell geometry is measured zero-delta.
17,Typography And Optical Alignment,Dialog title/body baseline.,intentionally out of scope,visual-qa,v60-typography-optical,channel-panel-geometry: channel title left inset | channel-panel-geometry: channel title top inset | help-dialog-geometry-overlay: help summary to next section title,Typography perception is renderer-dependent visual QA; shell geometry is measured zero-delta.
17,Typography And Optical Alignment,Log badge text centering.,intentionally out of scope,visual-qa,v60-typography-optical,combo-popup-geometry: combo popup row text inset | images-scope-geometry-overlay: dependent title text inset | models-geometry-overlay: independent bar to text,Typography perception is renderer-dependent visual QA; shell geometry is measured zero-delta.
17,Typography And Optical Alignment,Any node-bound-equal but visually-off text case.,intentionally out of scope,visual-qa,v60-typography-optical,combo-popup-geometry: combo popup row text inset | images-scope-geometry-overlay: dependent title text inset | models-geometry-overlay: independent bar to text,Typography perception is renderer-dependent visual QA; shell geometry is measured zero-delta.
18,Residual GUI Ownership And Provenance,Settings profile load FileChooser is classified.,intentionally out of scope,source-classification,docs/gui-residual-margin-audit.csv,settings-profile-load-native: settings profile load FileChooser classification,Native OS file chooser remains outside ASTRA-owned render geometry unless replaced.
18,Residual GUI Ownership And Provenance,Run-complete dialog is ASTRA-owned.,source-classified,source-classification,docs/gui-residual-margin-audit.csv,run-complete-dialog-astra-owned: Run-complete dialog classification,Run completion now routes through PipelineLauncher.showAstraMessage and the shared ASTRA dialog shell.
18,Residual GUI Ownership And Provenance,RuntimeInstaller confirmation dialog is ASTRA-owned.,source-classified,source-classification,docs/gui-residual-margin-audit.csv,runtime-confirmation-astra-owned: RuntimeInstaller confirmation dialog classification,Runtime setup confirmation now routes through PipelineLauncher.createAstraSuccessConfirmationDialog and the shared ASTRA dialog shell.
18,Residual GUI Ownership And Provenance,Bottom run progress lane is classified.,source-classified,source-classification,docs/gui-residual-margin-audit.csv,bottom-action-row: Reserved run progress lane geometry,Progress lane geometry derives from LauncherGeometry action progress tokens and stays reserved in the action row.
18,Residual GUI Ownership And Provenance,Tooltip popup geometry is explicitly tracked.,zero-delta,preview-harness,LauncherPreviewApp tooltip-geometry + PipelineLauncherTest tooltipGeometryUsesSharedTokensAndPreviewMode,tooltip-popup-geometry: tooltip text inset diagnostics,"Tooltip CSS now mirrors LauncherGeometryTokens tooltip insets and the preview harness emitted zero-delta tooltip-style popup diagnostics."
18,Residual GUI Ownership And Provenance,RuntimeInstaller progress window uses named geometry tokens.,source-classified,source-test,PipelineLauncherTest runtimeInstallerProgressWindowUsesNamedGeometryTokens,runtime-installer-progress-source: RuntimeInstaller progress window source tokenization,Progress Stage raw padding/gap/scene size literals were replaced with InstallerGeometry formulas and content is previewable.
18,Residual GUI Ownership And Provenance,RuntimeInstaller progress window has preview diagnostics.,zero-delta,preview-harness,LauncherPreviewApp runtime-installer-geometry + PipelineLauncherTest runtimeInstallerGeometryHasPreviewMode,runtime-installer-geometry: RuntimeInstaller progress preview geometry,RuntimeInstaller progress root emitted zero-delta scene size/padding/gap diagnostics through Surface.RUNTIME_INSTALLER.
18,Residual GUI Ownership And Provenance,AnimatedGradientHeader visible clip radius uses shared geometry.,source-classified,source-test,PipelineLauncherTest animatedGradientHeaderClipRadiusUsesSharedGeometryToken,animated-gradient-header-source: AnimatedGradientHeader clip and visual token classification,Visible clip radius now derives from LauncherGeometryTokens; effect constants remain named visual tokens.
18,Residual GUI Ownership And Provenance,CSS layout-like numeric declarations have provenance rows.,source-classified,source-test,PipelineLauncherTest cssLayoutLiteralsHaveResidualProvenanceRows,css-layout-literal-provenance: CSS layout literal provenance classification,CSS layout literal table must match current declarations and contain no violation rows.
